Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2018 - 2мес., Чистые активы, RUB;2018 - 3мес., Чистые активы, RUB;2018 - 4мес., Чистые активы, RUB;2018 - 5мес., Чистые активы, RUB;2018 - 6мес., Чистые активы, RUB;2018 - 7мес., Чистые активы, RUB;2018 - 8мес., Чистые активы, RUB;2018 - 9мес., Чистые активы, RUB;2018 - 10мес., Чистые активы, RUB;2018 - 11мес., Чистые активы, RUB;2018 - 12мес., Чистые активы, RUB;2019 - 1мес., Чистые активы, RUB;2018 - 2мес., Счета в Банке России, RUB;2018 - 3мес., Счета в Банке России, RUB;2018 - 4мес., Счета в Банке России, RUB;2018 - 5мес., Счета в Банке России, RUB;2018 - 6мес., Счета в Банке России, RUB;2018 - 7мес., Счета в Банке России, RUB;2018 - 8мес., Счета в Банке России, RUB;2018 - 9мес., Счета в Банке России, RUB;2018 - 10мес., Счета в Банке России, RUB;2018 - 11мес., Счета в Банке России, RUB;2018 - 12мес., Счета в Банке России, RUB;2019 - 1мес., Счета в Банке России, RUB;2018 - 2мес., Коррсчета (НОСТРО), RUB;2018 - 3мес., Коррсчета (НОСТРО), RUB;2018 - 4мес., Коррсчета (НОСТРО), RUB;2018 - 5мес., Коррсчета (НОСТРО), RUB;2018 - 6мес., Коррсчета (НОСТРО), RUB;2018 - 7мес., Коррсчета (НОСТРО), RUB;2018 - 8мес., Коррсчета (НОСТРО), RUB;2018 - 9мес., Коррсчета (НОСТРО), RUB;2018 - 10мес., Коррсчета (НОСТРО), RUB;2018 - 11мес., Коррсчета (НОСТРО), RUB;2018 - 12мес., Коррсчета (НОСТРО), RUB;2019 - 1мес., Коррсчета (НОСТРО), RUB;2018 - 2мес., Ценные бумаги, RUB;2018 - 3мес., Ценные бумаги, RUB;2018 - 4мес., Ценные бумаги, RUB;2018 - 5мес., Ценные бумаги, RUB;2018 - 6мес., Ценные бумаги, RUB;2018 - 7мес., Ценные бумаги, RUB;2018 - 8мес., Ценные бумаги, RUB;2018 - 9мес., Ценные бумаги, RUB;2018 - 10мес., Ценные бумаги, RUB;2018 - 11мес., Ценные бумаги, RUB;2018 - 12мес., Ценные бумаги, RUB;2019 - 1мес., Ценные бумаги, RUB;2018 - 2мес., Кредиты, RUB;2018 - 3мес., Кредиты, RUB;2018 - 4мес., Кредиты, RUB;2018 - 5мес., Кредиты, RUB;2018 - 6мес., Кредиты, RUB;2018 - 7мес., Кредиты, RUB;2018 - 8мес., Кредиты, RUB;2018 - 9мес., Кредиты, RUB;2018 - 10мес., Кредиты, RUB;2018 - 11мес., Кредиты, RUB;2018 - 12мес., Кредиты, RUB;2019 - 1мес., Кредиты, RUB;2018 - 2мес., Кредиты организациям, RUB;2018 - 3мес., Кредиты организациям, RUB;2018 - 4мес., Кредиты организациям, RUB;2018 - 5мес., Кредиты организациям, RUB;2018 - 6мес., Кредиты организациям, RUB;2018 - 7мес., Кредиты организациям, RUB;2018 - 8мес., Кредиты организациям, RUB;2018 - 9мес., Кредиты организациям, RUB;2018 - 10мес., Кредиты организациям, RUB;2018 - 11мес., Кредиты организациям, RUB;2018 - 12мес., Кредиты организациям, RUB;2019 - 1мес., Кредиты организациям, RUB;2018 - 2мес., Кредиты физическим лицам, RUB;2018 - 3мес., Кредиты физическим лицам, RUB;2018 - 4мес., Кредиты физическим лицам, RUB;2018 - 5мес., Кредиты физическим лицам, RUB;2018 - 6мес., Кредиты физическим лицам, RUB;2018 - 7мес., Кредиты физическим лицам, RUB;2018 - 8мес., Кредиты физическим лицам, RUB;2018 - 9мес., Кредиты физическим лицам, RUB;2018 - 10мес., Кредиты физическим лицам, RUB;2018 - 11мес., Кредиты физическим лицам, RUB;2018 - 12мес., Кредиты физическим лицам, RUB;2019 - 1мес., Кредиты физическим лицам, RUB;2018 - 2мес., Кредиты другим банкам (МБК), RUB;2018 - 3мес., Кредиты другим банкам (МБК), RUB;2018 - 4мес., Кредиты другим банкам (МБК), RUB;2018 - 5мес., Кредиты другим банкам (МБК), RUB;2018 - 6мес., Кредиты другим банкам (МБК), RUB;2018 - 7мес., Кредиты другим банкам (МБК), RUB;2018 - 8мес., Кредиты другим банкам (МБК), RUB;2018 - 9мес., Кредиты другим банкам (МБК), RUB;2018 - 10мес., Кредиты другим банкам (МБК), RUB;2018 - 11мес., Кредиты другим банкам (МБК), RUB;2018 - 12мес., Кредиты другим банкам (МБК), RUB;2019 - 1мес., Кредиты другим банкам (МБК), RUB;2018 - 2мес., Основные средства, RUB;2018 - 3мес., Основные средства, RUB;2018 - 4мес., Основные средства, RUB;2018 - 5мес., Основные средства, RUB;2018 - 6мес., Основные средства, RUB;2018 - 7мес., Основные средства, RUB;2018 - 8мес., Основные средства, RUB;2018 - 9мес., Основные средства, RUB;2018 - 10мес., Основные средства, RUB;2018 - 11мес., Основные средства, RUB;2018 - 12мес., Основные средства, RUB;2019 - 1мес., Основные средства, RUB;2018 - 2мес., Учтённые векселя, RUB;2018 - 3мес., Учтённые векселя, RUB;2018 - 4мес., Учтённые векселя, RUB;2018 - 5мес., Учтённые векселя, RUB;2018 - 6мес., Учтённые векселя, RUB;2018 - 7мес., Учтённые векселя, RUB;2018 - 8мес., Учтённые векселя, RUB;2018 - 9мес., Учтённые векселя, RUB;2018 - 10мес., Учтённые векселя, RUB;2018 - 11мес., Учтённые векселя, RUB;2018 - 12мес., Учтённые векселя, RUB;2019 - 1мес., Учтённые векселя, RUB
190;СОФРИНО (ЗАО), БАНК;2972;"КОММЕРЧЕСКИЙ БАНК ""СОФРИНО"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";125009, г. Москва, пер. Леонтьевский, д. 2А корп. 2;Селезнев Михаил Игоревич;18.07.1994;24,5;;Ликвидируется;044525375;Москва;Непубличные акционерные общества;Частная собственность;320 100 000;;Находится в стадии ликвидации от 12.12.2014, Решение о признании должника банкротом и открытии конкурсного производства от 28.07.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;ВЕК (АО), АКБ;2299;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ВЕК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";123242, г. Москва, ул. Грузинская М., д. 10 корп. 1;Баклицкий Денис Николаевич;16.04.1993;26,0;;Ликвидируется;044525784;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;323 750 000;;Находится в стадии ликвидации от 23.09.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 12.05.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;УНИФИН АО, КБ;2654;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""УНИВЕРСАЛЬНЫЕ ФИНАНСЫ""";127051, г. Москва, пер. Колобовский 1-Й, д. 11;Мантрова Анастасия Александровна;20.08.2001;17,5;;Ликвидируется;044525423;Москва;Непубличные акционерные общества;Частная собственность;324 480 000;;Находится в стадии ликвидации от 07.06.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 15.02.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;ОРЕЛСОЦБАНК, ОАО;2921;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРЛОВСКИЙ СОЦИАЛЬНЫЙ БАНК""";302030, Орловская обл, г. Орёл, набережная Дубровинского, д. 70;Баушева Надежда Сергеевна;27.06.1994;24,5;;Ликвидируется;045402727;Орловская область;Публичные акционерные общества;Частная собственность;325 507 500;;Находится в стадии ликвидации от 20.07.2012, Решение о признании банка банкротом (о принудительной ликвидации) от 04.07.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;АКАДЕМРУСБАНК, ООО КБ;622;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""АКАДЕМИЧЕСКИЙ РУССКИЙ БАНК""";117447, г. Москва, ул. Дмитрия Ульянова, д. 35 корп. 1(Бизнес-центр);Захваткин Михаил Евгеньевич;29.10.1990;28,0;;Ликвидируется;044525270;Москва;Общества с ограниченной ответственностью;Частная собственность;330 000 000;;Находится в стадии ликвидации от 26.05.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях (без права привлечения во вклады денежных средств физических лиц) от 29.01.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;ЭРГОБАНК, ООО КБ;2856;"КОММЕРЧЕСКИЙ БАНК ""ЭРГОБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";109012, г. Москва, пер. Старопанский, д. 4 корп. 1,2;Михеев Илья Владимирович;17.05.1994;24,5;;Ликвидируется;044525861;Москва;Общества с ограниченной ответственностью;Частная собственность;332 000 000;;Находится в стадии ликвидации от 31.03.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 15.01.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;ГАЗСТРОЙБАНК, АО АКБ;2919;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ГАЗСТРОЙБАНК"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";115432, г. Москва, ул. Трофимова, д. 2/1;Валлен Олег Эрлинович;24.06.1994;24,5;;Ликвидируется;044525160;Москва;Публичные акционерные общества;Частная собственность;334 000 000;;Находится в стадии ликвидации от 07.12.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 12.08.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;ТГБ, АО БАНК;3180;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОРГОВЫЙ ГОРОДСКОЙ БАНК""";129090, г. Москва, туп. Спасский, д. 2 стр. 1;Королёв Григорий Евгеньевич;16.12.1994;24,0;;Ликвидируется;044525208;Москва;Публичные акционерные общества;Частная собственность;350 526 950;;Находится в стадии ликвидации от 07.07.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 13.03.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;ЭСИДБАНК, ООО;1991;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ЭСИД""";367025, Дагестан респ, г. Махачкала, ул. Коркмасова, д. 45;Джамалудинов Магомедгази Далгатович;29.07.1992;26,5;;Ликвидируется;048209742;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;350 556 000;;Находится в стадии ликвидации от 15.01.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 30.09.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;КБР БАНК (ООО), КБ;3364;"""КОММЕРЧЕСКИЙ БАНК РАЗВИТИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";111250, г. Москва, ул. Госпитальная, д. 10 стр. 1;Мащев Александр Борисович;11.04.2001;18,0;;Ликвидируется;044525485;Москва;Общества с ограниченной ответственностью;Частная собственность;356 500 000;;Находится в стадии ликвидации от 24.03.2016, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 14.12.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;ПУЛЬС СТОЛИЦЫ, ООО КБ;3002;"КОММЕРЧЕСКИЙ БАНК ""ПУЛЬС СТОЛИЦЫ"" - ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";115114, г. Москва, набережная Дербеневская, д. 11(Бизнес-центр «Полларс»);Рябинченко Дмитрий Николаевич;28.07.1994;24,5;;Ликвидируется;044525180;Москва;Общества с ограниченной ответственностью;Частная собственность;357 598 000;;Находится в стадии ликвидации от 20.07.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 13.04.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;ОПМ-БАНК, ООО КБ;2734;"КОММЕРЧЕСКИЙ БАНК ""ОПМ-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127055, г. Москва, ул. Палиха, д. 10 стр. 7;Хамчич Максим Александрович;23.09.1994;24,5;;Ликвидируется;044525378;Москва;Общества с ограниченной ответственностью;Частная собственность;358 800 000;;Находится в стадии ликвидации от 28.08.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 01.06.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;РЕНЕССАНС, ООО КБ;1939;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""РЕНЕССАНС""";119330, г. Москва, проспект Мичуринский, д. 6 корп. 3;Мантрова Анастасия Александровна;23.04.1992;26,5;;Ликвидируется;044599399;Москва;Общества с ограниченной ответственностью;Частная собственность;380 000 000;;Находится в стадии ликвидации от 30.03.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 14.12.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;С БАНК, ЗАО;2581;АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК СБЕРЕЖЕНИЙ И КРЕДИТА (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);115054, г. Москва, ул. Новокузнецкая, д. 36/2 стр. 1;Баклицкий Денис Николаевич;23.11.1993;25,0;;Ликвидируется;044525106;Москва;Непубличные акционерные общества;Смешанная российская собственность с долей федеральной собственности;392 800 000;;Находится в стадии ликвидации от 30.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 28.05.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;ИДЕЯ БАНК, ПАО;430;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИДЕЯ БАНК""";350080, Краснодарский кр, г. Краснодар, ул. Уральская, д. 97;Корнев Анатолий Анатольевич;01.10.1990;28,5;;Ликвидируется;040349772;Краснодарский край;Публичные акционерные общества;Иная смешанная российская собственность;396 996 826;;Находится в стадии ликвидации от 14.03.2017, Отозвана Генеральная лицензия на осуществление банковских операций от 19.12.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;ФПК, ООО КБ;3295;"КОММЕРЧЕСКИЙ БАНК ""ФИНАНСОВО-ПРОМЫШЛЕННЫЙ КАПИТАЛ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";125057, г. Москва, пер. Чапаевский, д. 3;Слинков Владимир Владимирович;30.08.1996;22,5;;Ликвидируется;044525506;Москва;Общества с ограниченной ответственностью;Частная собственность;400 000 000;;Находится в стадии ликвидации от 24.05.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 09.02.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;ТРАСТОВЫЙ РЕСПУБЛИКАНСКИЙ БАНК, ООО;3404;"""ТРАСТОВЫЙ РЕСПУБЛИКАНСКИЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";125047, г. Москва, ул. Брестская 2-Я, д. 32(Бизнес-центр «Мономах»);Баушева Надежда Сергеевна;11.04.2002;17,0;;Ликвидируется;044525571;Москва;Общества с ограниченной ответственностью;Частная собственность;400 000 000;;Находится в стадии ликвидации от 25.12.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 11.09.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;ЭЛ БАНК, ООО КБ;1025;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ЭЛ БАНК""";445037, Самарская обл., г. Тольятти, проезд Новый, д. 8;Воробьёв Сергей Иванович;29.11.1990;28,0;;Ликвидируется;043678859;Самарская область;Общества с ограниченной ответственностью;Частная собственность;409 000 000;;Находится в стадии ликвидации от 02.09.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 05.05.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;ТИХООКЕАНСКИЙ ВНЕШТОРГБАНК, ОАО;1378;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТИХООКЕАНСКИЙ ВНЕШТОРГБАНК""";693020, Сахалинская обл., г. Южно-Сахалинск, проспект Коммунистический, д. 76;Управляющая компания АГЕНТСТВО ПО СТРАХОВАНИЮ ВКЛАДОВ, ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ;20.02.1991;28,0;;Ликвидируется;046401728;Сахалинская область;Непубличные акционерные общества;Частная собственность;409 323 000;;Находится в стадии ликвидации от 16.07.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 13.04.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;БАНК ИННОВАЦИЙ И РАЗВИТИЯ, АО;2647;АКЦИОНЕРНОЕ ОБЩЕСТВО БАНК ИННОВАЦИЙ И РАЗВИТИЯ;105318, г. Москва, ул. Ткацкая, д. 11 корп. 1;Хамчич Максим Александрович;17.01.1994;25,0;;Ликвидируется;044525104;Москва;Непубличные акционерные общества;Частная собственность;411 461 500;;Находится в стадии ликвидации от 16.01.2019, Отозвана Генеральная лицензия на осуществление банковских операций от 07.11.2018;4 846 307 000;4 991 360 000;4 900 593 000;5 127 192 000;4 961 527 000;4 660 692 000;4 789 740 000;4 258 099 000;4 169 255 000;;;;177 281 000;303 118 000;258 430 000;450 607 000;268 463 000;89 567 000;144 290 000;60 558 000;213 209 000;;;;344 573 000;295 305 000;212 873 000;294 787 000;340 113 000;325 079 000;180 785 000;181 043 000;100 987 000;;;;383 307 000;361 595 000;339 594 000;285 838 000;295 065 000;303 824 000;244 164 000;204 663 000;205 658 000;;;;2 684 547 000;2 624 649 000;2 665 734 000;2 732 769 000;2 771 761 000;2 791 597 000;2 873 760 000;2 656 704 000;2 566 386 000;;;;1 338 243 000;1 290 314 000;1 332 372 000;1 413 899 000;1 436 917 000;1 572 892 000;1 535 747 000;1 544 258 000;1 566 713 000;;;;353 753 000;348 570 000;351 955 000;356 488 000;354 758 000;355 551 000;353 960 000;347 047 000;362 129 000;;;;977 551 000;970 765 000;966 407 000;947 382 000;965 086 000;848 154 000;969 053 000;750 399 000;622 544 000;;;;468 918 000;516 703 000;626 343 000;624 247 000;621 721 000;477 035 000;561 939 000;560 502 000;534 792 000;;;;0;0;0;0;0;0;0;0;0;;;
